,pavel-nb_plays-50-units-50-__activation__-elu-__nb_plays__-25-__units__-10-ensemble-1-loss,pavel-nb_plays-50-units-64-loss,nb_plays-50-units-50-__activation__-elu-__nb_plays__-50-__units__-50-ensemble-1-loss,nb_plays-50-units-128-loss
616,0.879,2.221,0.851,3.154
617,0.873,2.835,0.851,2.743
618,0.867,2.704,0.851,3.067
619,0.862,2.691,0.851,2.788
620,0.857,2.314,0.85,3.407
621,0.852,2.831,0.85,3.297
622,0.847,2.21,0.85,2.678
623,0.842,2.032,0.85,3.261
624,0.838,2.432,0.849,3.183
625,0.833,3.632,0.849,2.688
626,0.83,3.032,0.849,2.986
627,0.828,2.707,0.848,2.718
628,0.83,2.097,0.848,2.973
629,0.839,2.571,0.848,2.76
630,0.857,2.513,0.848,2.223
631,0.89,2.006,0.847,2.473
632,0.912,2.941,0.847,2.231
633,0.936,2.355,0.847,2.852
634,0.894,2.335,0.847,1.926
635,0.844,2.463,0.846,3.258
636,0.797,3.259,0.846,2.693
637,0.787,3.073,0.846,3.015
638,0.807,2.529,0.846,2.944
639,0.829,2.52,0.845,2.943
640,0.844,1.992,0.845,3.178
641,0.823,1.879,0.845,3.691
642,0.796,1.509,0.845,2.503
643,0.77,2.541,0.844,2.785
644,0.758,3.82,0.844,2.575
645,0.759,2.585,0.844,2.7
646,0.768,2.076,0.844,3.799
647,0.779,2.398,0.843,2.923
648,0.78,2.625,0.843,2.401
649,0.773,2.305,0.843,2.245
650,0.758,2.04,0.843,2.618
651,0.743,2.656,0.842,3.534
652,0.734,2.635,0.842,3.039
653,0.729,2.067,0.842,3.43
654,0.728,2.117,0.842,2.715
655,0.729,2.426,0.841,2.889
656,0.732,1.984,0.841,2.225
657,0.735,2.102,0.841,1.995
658,0.735,2.845,0.841,2.54
659,0.734,2.359,0.84,2.539
660,0.727,2.599,0.84,2.276
661,0.719,1.882,0.84,2.917
662,0.711,2.133,0.839,2.965
663,0.704,2.631,0.839,2.892
664,0.699,2.664,0.839,3.607
665,0.695,2.066,0.839,6.066
666,0.692,2.699,0.838,2.753
667,0.69,2.871,0.838,2.26
668,0.689,2.461,0.838,3.002
669,0.688,2.207,0.838,2.447
670,0.689,2.224,0.837,2.035
671,0.69,2.469,0.837,1.685
672,0.692,2.363,0.837,3.075
673,0.694,2.201,0.837,2.229
674,0.697,2.108,0.836,2.579
675,0.697,2.712,0.836,3.046
676,0.697,2.221,0.836,2.201
677,0.695,2.807,0.836,2.538
678,0.692,2.295,0.835,2.343
679,0.687,2.66,0.835,2.178
680,0.682,1.874,0.835,2.269
681,0.675,2.165,0.835,2.537
682,0.667,2.172,0.834,3.736
683,0.661,1.961,0.834,3.523
684,0.655,2.36,0.834,2.485
685,0.65,1.709,0.834,2.466
686,0.647,1.774,0.834,2.038
687,0.644,1.623,0.833,2.204
688,0.642,2.05,0.833,2.111
689,0.64,2.191,0.833,2.186
690,0.639,3.144,0.833,1.822
691,0.638,2.489,0.832,1.828
692,0.638,2.037,0.832,2.461
693,0.639,2.1,0.832,2.799
694,0.641,2.633,0.832,3.406
695,0.643,2.001,0.831,2.874
696,0.646,1.813,0.831,3.322
697,0.651,2.297,0.831,2.816
698,0.649,2.469,0.831,2.395
699,0.649,1.851,0.83,1.854
700,0.638,1.862,0.83,2.001
701,0.628,2.105,0.83,2.692
702,0.618,2.423,0.83,2.623
703,0.614,2.343,0.829,2.004
704,0.616,2.211,0.829,1.861
705,0.62,2.863,0.829,2.625
706,0.623,2.469,0.829,2.546
707,0.618,2.171,0.828,2.329
708,0.615,1.994,0.828,2.587
709,0.609,2.677,0.828,2.605
710,0.604,2.574,0.828,2.823
711,0.6,2.345,0.827,2.667
712,0.598,4.208,0.827,2.865
713,0.596,3.055,0.827,2.52
714,0.594,2.043,0.827,1.751
715,0.593,1.52,0.826,2.536
716,0.592,2.164,0.826,2.633
717,0.591,2.005,0.826,1.827
718,0.592,2.385,0.826,2.224
719,0.596,1.955,0.825,3.176
720,0.604,2.029,0.825,3.386
721,0.62,2.939,0.825,2.454
722,0.63,2.742,0.825,3.128
723,0.644,2.512,0.824,1.742
724,0.65,2.061,0.824,2.4
725,0.649,2.137,0.824,2.185
726,0.641,2.723,0.824,2.457
727,0.622,2.412,0.823,2.152
728,0.6,1.796,0.823,2.897
729,0.581,1.701,0.823,1.863
730,0.57,1.871,0.823,2.119
731,0.574,1.889,0.822,2.571
732,0.585,2.031,0.822,2.724
733,0.59,2.119,0.822,2.568
734,0.589,2.187,0.822,2.723
735,0.579,2.184,0.821,2.095
736,0.569,2.456,0.821,2.794
737,0.559,2.04,0.821,2.526
738,0.559,1.975,0.821,2.966
739,0.567,1.711,0.82,1.915
740,0.58,2.258,0.82,2.677
741,0.599,1.695,0.82,2.273
742,0.604,1.829,0.82,2.32
743,0.605,2.025,0.819,2.656
744,0.59,3.168,0.819,2.293
745,0.569,2.898,0.819,2.107
746,0.551,1.792,0.819,2.876
747,0.547,2.317,0.818,2.358
748,0.557,1.716,0.818,2.112
749,0.57,2.075,0.818,2.128
750,0.577,2.176,0.818,2.24
751,0.571,1.718,0.817,1.903
752,0.558,2.295,0.817,2.373
753,0.545,2.463,0.817,2.653
754,0.536,2.403,0.817,2.624
755,0.54,2.221,0.816,2.406
756,0.549,1.613,0.816,2.019
757,0.552,2.51,0.816,2.145
758,0.548,2.115,0.816,2.819
759,0.541,2.239,0.815,2.862
760,0.532,2.181,0.815,2.101
761,0.527,1.816,0.815,2.017
762,0.526,3.024,0.815,1.852
763,0.529,2.002,0.814,1.665
764,0.534,1.702,0.814,2.506
765,0.54,2.137,0.814,3.045
766,0.547,2.221,0.814,2.754
767,0.55,2.715,0.813,2.816
768,0.553,2.374,0.813,1.859
769,0.542,1.756,0.813,2.368
770,0.53,2.454,0.813,2.224
771,0.518,2.236,0.812,2.47
772,0.513,2.223,0.812,2.54
773,0.515,2.467,0.812,2.265
774,0.524,1.939,0.812,2.271
775,0.537,2.314,0.811,2.468
776,0.541,1.941,0.811,2.186
777,0.542,1.893,0.811,2.464
778,0.532,1.765,0.811,2.383
779,0.519,1.802,0.81,2.222
780,0.508,2.263,0.81,2.22
781,0.502,1.617,0.81,1.75
782,0.503,2.767,0.81,2.033
783,0.507,2.211,0.809,2.103
784,0.512,2.672,0.809,2.474
785,0.516,2.64,0.809,2.327
786,0.514,2.466,0.809,2.322
787,0.51,1.426,0.808,2.149
788,0.505,2.398,0.808,3.696
789,0.499,1.921,0.808,2.461
790,0.494,2.008,0.808,1.872
791,0.49,1.837,0.807,2.136
792,0.489,1.747,0.807,1.85
793,0.49,1.932,0.807,2.558
794,0.489,1.745,0.807,2.517
795,0.489,1.92,0.806,2.147
796,0.488,1.533,0.806,2.307
797,0.486,1.588,0.806,3.177
798,0.484,2.377,0.805,2.723
799,0.482,1.938,0.805,2.199
800,0.48,1.585,0.805,2.21
801,0.479,1.934,0.805,1.975
802,0.479,2.123,0.804,1.602
803,0.479,1.783,0.804,2.483
804,0.48,2.414,0.804,2.318
805,0.481,2.18,0.804,2.139
806,0.481,2.24,0.803,2.344
807,0.482,2.664,0.803,2.065
808,0.482,2.411,0.803,1.692
809,0.482,2.198,0.803,1.909
810,0.483,1.65,0.802,1.819
811,0.484,2.703,0.802,2.536
812,0.481,2.02,0.802,3.04
813,0.479,2.167,0.802,2.462
814,0.472,1.866,0.801,2.168
815,0.467,1.796,0.801,2.251
816,0.463,1.476,0.801,2.176
817,0.462,1.253,0.801,2.277
818,0.464,1.515,0.8,2.336
819,0.464,2.03,0.8,1.77
820,0.463,2.253,0.8,1.973
821,0.46,1.71,0.8,2.157
822,0.457,1.708,0.799,2.114
823,0.455,1.542,0.799,2.559
824,0.454,1.822,0.799,2.205
825,0.455,2.373,0.799,2.389
826,0.457,2.346,0.798,2.299
827,0.461,2.062,0.798,1.672
828,0.471,1.65,0.798,1.97
829,0.478,2.533,0.797,2.161
830,0.488,2.014,0.797,2.305
831,0.498,2.121,0.797,3.126
832,0.511,1.55,0.797,2.287
833,0.523,2.45,0.796,2.354
834,0.535,2.397,0.796,2.264
835,0.551,3.495,0.796,2.242
836,0.563,3.717,0.796,2.324
837,0.566,2.338,0.795,1.896
838,0.552,2.912,0.795,2.491
839,0.523,2.089,0.795,2.102
840,0.48,2.621,0.795,2.298
841,0.447,2.527,0.794,2.119
842,0.436,2.519,0.794,2.767
843,0.446,2.593,0.794,2.275
844,0.466,2.545,0.794,1.782
845,0.474,2.106,0.793,1.817
846,0.471,1.744,0.793,1.975
847,0.455,1.704,0.793,1.863
848,0.438,1.858,0.792,2.298
849,0.429,2.116,0.792,2.193
850,0.436,1.642,0.792,2.172
851,0.448,2.023,0.792,1.88
852,0.453,2.224,0.791,2.443
853,0.449,1.916,0.791,2.427
854,0.437,2.461,0.791,2.377
855,0.426,2.148,0.791,2.208
856,0.424,2.106,0.79,1.994
857,0.428,2.216,0.79,1.893
858,0.432,1.67,0.79,2.545
859,0.433,1.718,0.79,2.512
860,0.428,1.412,0.789,2.21
861,0.422,1.387,0.789,2.225
862,0.418,1.716,0.789,1.751
863,0.418,1.493,0.788,2.987
864,0.418,2.065,0.788,2.304
865,0.418,2.636,0.788,1.939
866,0.417,2.325,0.788,2.059
867,0.414,1.792,0.787,2.074
868,0.412,1.911,0.787,1.963
869,0.411,2.063,0.787,2.013
870,0.411,1.801,0.787,2.753
871,0.411,1.604,0.786,2.041
872,0.41,1.634,0.786,2.065
873,0.409,1.538,0.786,2.986
874,0.407,1.934,0.786,2.028
875,0.406,2.816,0.785,2.212
876,0.405,2.327,0.785,1.677
877,0.404,1.417,0.785,1.794
878,0.403,1.82,0.784,1.726
879,0.403,1.696,0.784,2.294
880,0.403,2.042,0.784,1.962
881,0.403,2.05,0.784,2.261
882,0.404,1.573,0.783,2.674
883,0.402,1.767,0.783,2.253
884,0.401,1.772,0.783,1.926
885,0.398,1.766,0.783,2.317
886,0.396,1.977,0.782,2.083
887,0.396,1.807,0.782,1.888
888,0.396,1.755,0.782,2.153
889,0.397,1.986,0.781,2.045
890,0.399,1.58,0.781,2.379
891,0.402,2.157,0.781,2.022
892,0.407,2.153,0.781,1.52
893,0.414,1.632,0.78,1.813
894,0.415,1.922,0.78,2.16
895,0.416,1.984,0.78,1.775
896,0.411,2.26,0.78,2.588
897,0.403,1.544,0.779,1.792
898,0.395,2.062,0.779,1.974
899,0.39,1.476,0.779,2.202
900,0.386,2.276,0.778,1.998
901,0.384,2.555,0.778,1.47
902,0.383,2.259,0.778,1.784
903,0.382,1.587,0.778,1.934
904,0.383,1.966,0.777,1.732
905,0.384,1.293,0.777,2.068
906,0.386,1.46,0.777,1.774
907,0.389,1.831,0.776,1.847
908,0.392,2.076,0.776,1.927
909,0.398,1.479,0.776,1.854
910,0.404,1.998,0.776,2.721
911,0.413,2.127,0.775,2.925
912,0.415,1.857,0.775,1.747
913,0.417,1.743,0.775,1.94
914,0.415,1.346,0.775,1.599
915,0.41,1.7,0.774,1.687
916,0.403,1.707,0.774,1.721
917,0.393,1.578,0.774,1.81
918,0.384,1.35,0.773,2.823
919,0.375,1.535,0.773,2.149
920,0.369,1.22,0.773,1.839
921,0.368,2.006,0.773,1.579
922,0.37,1.998,0.772,1.518
923,0.372,1.475,0.772,1.797
924,0.372,1.517,0.772,1.923
925,0.37,1.987,0.771,3.072
926,0.367,2.056,0.771,2.182
927,0.364,2.083,0.771,1.797
928,0.362,1.864,0.771,1.582
929,0.362,1.282,0.77,2.046
930,0.362,1.313,0.77,1.557
931,0.363,1.502,0.77,1.613
932,0.364,1.4,0.769,1.961
933,0.365,1.477,0.769,1.963
934,0.366,1.549,0.769,1.979
935,0.369,1.507,0.769,1.729
936,0.37,1.46,0.768,2.318
937,0.373,1.923,0.768,1.982
938,0.376,1.745,0.768,2.068
939,0.38,1.974,0.767,2.064
940,0.382,1.924,0.767,2.628
941,0.387,1.433,0.767,3.098
942,0.386,1.075,0.767,1.59
943,0.386,1.507,0.766,1.686
944,0.383,1.206,0.766,1.483
945,0.379,1.699,0.766,1.515
946,0.373,2.092,0.765,2.294
947,0.367,1.852,0.765,1.713
948,0.36,1.599,0.765,2.008
949,0.353,1.386,0.765,2.17
950,0.347,1.212,0.764,2.11
951,0.345,1.761,0.764,2.799
952,0.346,3.763,0.764,1.641
953,0.347,2.469,0.763,2.062
954,0.35,1.722,0.763,1.591
955,0.35,1.119,0.763,1.625
956,0.35,1.521,0.763,1.688
957,0.348,1.181,0.762,2.935
958,0.346,1.233,0.762,2.116
959,0.342,1.625,0.762,1.893
960,0.34,1.648,0.761,1.884
961,0.338,1.637,0.761,1.401
962,0.337,1.331,0.761,2.292
963,0.337,1.142,0.761,2.261
964,0.336,2.116,0.76,2.104
965,0.336,1.536,0.76,1.937
966,0.336,1.372,0.76,1.368
967,0.336,1.962,0.759,1.632
968,0.335,1.193,0.759,1.399
969,0.335,1.443,0.759,2.309
970,0.335,1.621,0.759,3.226
971,0.334,1.224,0.758,1.397
972,0.334,2.621,0.758,1.616
973,0.334,1.977,0.758,2.01
974,0.334,1.723,0.757,1.81
975,0.336,1.432,0.757,2.198
976,0.34,1.748,0.757,2.045
977,0.348,1.962,0.756,1.665
978,0.36,2.082,0.756,1.528
979,0.384,1.901,0.756,1.402
980,0.416,1.775,0.756,1.72
981,0.471,2.177,0.755,2.041
982,0.543,1.273,0.755,2.067
983,0.629,1.028,0.755,2.066
984,0.69,1.322,0.754,1.804
985,0.671,1.208,0.754,1.371
986,0.547,1.863,0.754,1.522
987,0.393,1.342,0.754,1.639
988,0.321,2.003,0.753,1.894
989,0.37,2.488,0.753,1.548
990,0.467,1.696,0.753,1.396
991,0.507,1.148,0.752,1.733
992,0.46,1.788,0.752,1.575
993,0.365,2.693,0.752,1.481
994,0.317,1.392,0.752,1.648
995,0.346,1.087,0.751,1.572
996,0.391,1.273,0.751,1.531
997,0.397,1.206,0.751,1.755
998,0.355,1.256,0.75,2.533
999,0.317,1.69,0.75,2.466
,,1.418,,1.675
,,1.222,,2.073
,,1.641,,2.439
,,1.586,,1.794
,,2.404,,1.725
,,1.629,,1.696
,,1.75,,1.954
,,1.586,,1.601
,,1.932,,1.911
,,1.413,,1.525
,,1.431,,1.568
,,1.647,,2.086
,,1.831,,2.478
,,1.492,,2.506
,,1.285,,1.874
,,1.186,,1.452
,,1.421,,1.301
,,1.176,,1.74
,,1.723,,1.57
,,1.296,,1.435
,,1.188,,1.665
,,1.493,,2.445
,,1.989,,1.469
,,1.966,,1.258
,,1.527,,1.362
,,1.175,,1.59
,,1.194,,1.922
,,1.318,,1.814
,,1.182,,1.928
,,0.959,,1.441
,,1.244,,1.583
,,2.354,,1.606
,,1.662,,1.567
,,1.198,,1.685
,,1.075,,1.436
,,1.35,,1.243
,,1.627,,1.853
,,1.941,,1.669
,,2.204,,1.456
,,1.603,,1.837
,,1.626,,2.423
,,1.113,,1.603
,,1.371,,2.046
,,1.192,,1.911
,,1.36,,1.928
,,1.797,,1.859
,,1.945,,1.343
,,2.348,,1.85
,,3.188,,1.955
,,1.545,,1.855
,,1.643,,1.744
,,1.021,,1.505
,,1.075,,1.321
,,1.055,,1.564
,,1.275,,1.895
,,1.375,,1.224
,,1.757,,2.048
,,2.125,,1.762
,,1.8,,2.015
,,1.814,,1.38
,,1.064,,2.336
,,1.231,,1.311
,,1.506,,1.344
,,1.622,,1.335
,,1.17,,1.824
,,1.274,,1.906
,,1.393,,2.005
,,1.129,,2.039
,,1.214,,1.437
,,1.267,,1.359
,,1.55,,1.658
,,1.101,,1.614
,,1.564,,2.292
,,1.649,,1.4
,,1.41,,1.282
,,1.256,,1.559
,,1.361,,1.732
,,1.961,,1.808
,,1.393,,1.786
,,1.242,,1.287
,,1.125,,1.915
,,1.195,,1.661
,,1.624,,1.52
,,1.437,,1.343
,,1.589,,1.568
,,1.345,,1.364
,,1.11,,1.499
,,1.204,,1.573
,,2.209,,1.706
,,1.707,,1.925
,,1.804,,2.114
,,1.209,,1.947
,,0.953,,1.77
,,1.053,,1.356
,,1.264,,1.989
,,1.589,,1.94
,,2.267,,1.515
,,1.201,,1.336
,,1.067,,1.943
,,1.012,,1.383
,,0.912,,1.531
,,1.122,,2.062
,,1.437,,2.05
,,1.64,,1.556
,,1.493,,1.602
,,2.745,,1.727
,,1.694,,1.635
,,1.234,,1.459
,,1.365,,1.191
,,1.86,,1.594
,,1.582,,1.586
,,1.191,,1.666
,,1.449,,2.065
,,1.058,,1.549
,,0.938,,1.649
,,2.197,,1.767
,,1.745,,1.737
,,1.262,,1.501
,,1.095,,1.429
,,1.045,,1.456
,,1.54,,2.142
,,1.131,,1.768
,,1.106,,1.335
,,2.874,,1.439
,,2.025,,1.554
,,1.213,,2.208
,,1.143,,1.261
,,1.386,,1.266
,,1.306,,1.828
,,1.267,,2.074
,,1.922,,1.681
,,1.553,,1.313
,,2.099,,1.236
,,1.777,,1.184
,,1.425,,1.635
,,1.294,,1.456
,,1.073,,2.33
,,1.315,,1.592
,,1.365,,1.142
,,0.99,,1.184
,,1.315,,2.41
,,2.297,,1.201
,,1.195,,1.672
,,1.736,,1.931
,,1.597,,1.348
,,1.72,,1.354
,,1.12,,1.071
,,1.08,,1.539
,,1.952,,1.105
,,1.608,,1.28
,,1.413,,1.546
,,1.073,,1.413
,,1.458,,1.271
,,1.644,,1.406
,,1.344,,1.903
,,1.464,,1.664
,,0.992,,1.556
,,1.144,,1.797
,,1.204,,1.387
,,1.104,,1.619
,,1.522,,1.475
,,2.047,,1.333
,,1.196,,1.86
,,1.172,,1.471
,,1.328,,1.78
,,2.283,,1.122
,,1.427,,1.106
,,1.255,,0.98
,,1.12,,1.916
,,1.249,,1.357
,,1.258,,1.577
,,1.439,,1.548
,,1.551,,1.525
,,1.397,,1.325
,,1.179,,1.661
,,1.081,,1.774
,,1.319,,1.252
,,1.068,,1.27
,,1.132,,1.724
,,1.071,,1.756
,,2.542,,1.436
,,1.67,,1.539
,,1.006,,2.337
,,1.269,,1.674
,,1.264,,1.554
,,1.558,,1.179
,,1.695,,1.763
,,1.228,,1.202
,,0.876,,1.226
,,1.215,,0.929
,,1.85,,1.396
,,1.52,,2.885
,,1.366,,1.697
,,1.707,,1.267
,,1.191,,1.286
,,1.393,,1.438
,,1.51,,1.233
,,1.667,,1.371
,,1.234,,1.511
,,1.233,,1.447
,,1.032,,1.543
,,1.385,,1.554
,,1.116,,1.049
,,1.281,,1.042
,,1.141,,1.228
,,1.182,,1.206
,,1.105,,1.297
,,0.935,,1.67
,,1.183,,1.74
,,2.48,,1.387
,,1.55,,1.045
,,1.599,,1.194
,,0.94,,1.575
,,1.22,,1.193
,,1.289,,1.186
,,1.348,,1.803
,,1.633,,1.221
,,1.348,,2.447
,,1.354,,1.223
,,1.629,,1.398
,,1.299,,0.888
,,1.435,,1.295
,,1.179,,1.297
,,1.062,,1.272
,,1.205,,1.193
,,1.374,,1.766
,,0.85,,2.62
,,0.912,,1.173
,,1.843,,1.058
,,1.505,,0.843
,,1.297,,1.656
,,1.485,,1.415
,,1.402,,1.529
,,1.063,,1.794
,,0.885,,1.628
,,0.946,,1.211
,,1.244,,1.506
,,1.202,,1.796
,,1.386,,1.324
,,1.645,,1.835
,,1.742,,1.643
,,0.951,,1.072
,,0.926,,1.393
,,1.313,,1.191
,,1.419,,0.975
,,1.046,,1.403
,,1.038,,1.932
,,0.946,,1.139
,,1.934,,1.143
,,0.992,,1.441
,,1.032,,1.853
,,1.156,,1.232
,,1.256,,0.828
,,1.018,,1.161
,,0.743,,1.302
,,0.911,,1.181
,,1.387,,1.007
,,1.181,,1.611
,,1.018,,1.325
,,1.184,,1.425
,,0.788,,1.481
,,0.932,,1.311
,,1.171,,0.965
,,0.967,,1.458
,,1.4,,1.273
,,1.272,,1.154
,,1.05,,1.426
,,0.816,,1.242
,,1.888,,1.27
,,1.692,,1.144
,,1.323,,1.237
,,0.821,,1.382
,,1.222,,1.806
,,1.44,,1.744
,,1.273,,1.177
,,1.178,,0.99
,,1.439,,0.918
,,1.198,,1.064
,,1.03,,1.234
,,1,,1.092
,,0.933,,1.328
,,1.423,,1.262
,,1.398,,1.407
,,1.354,,1.325
,,1.252,,2.102
,,1.205,,1.215
,,0.806,,1.226
,,0.996,,1.64
,,1.184,,1.425
,,1.21,,1.132
,,1.039,,1.37
,,1.132,,1.397
,,1.032,,1.155
,,1.702,,1.288
,,1.422,,1.038
,,1.37,,0.833
,,1.094,,1.76
,,1.182,,0.946
,,1.387,,1.583
,,1.132,,1.33
,,0.927,,1.264
,,0.823,,1.13
,,1.772,,1.207
,,1.171,,1.232
,,1.363,,1.191
,,0.958,,1.418
,,1.292,,1.586
,,1.144,,2.36
,,0.873,,2.33
,,1.419,,1.454
,,0.839,,1.285
,,1.089,,1.446
,,1.624,,1.205
,,1.111,,1.231
,,1.01,,1.075
,,1.196,,1.3
,,1.134,,1.992
,,1.626,,1.497
,,1.115,,1.151
,,1.089,,1.34
,,0.887,,1.264
,,0.785,,0.92
,,1.034,,1.123
,,1.495,,2.049
,,0.865,,1.498
,,1.203,,1.111
,,1.073,,1.309
,,1.022,,0.997
,,1.045,,1.768
,,0.951,,1.229
,,0.898,,1.03
,,0.859,,1.016
,,1.208,,0.862
,,1.118,,1.45
,,1.097,,1.234
,,1.429,,1.326
,,0.861,,1.112
,,1.405,,1.059
,,1.046,,1.491
,,1.993,,1.727
,,1.342,,1.22
,,0.984,,1.129
,,0.999,,1.236
,,0.831,,1.094
,,1.141,,1.101
,,1.075,,1.171
,,1.755,,1.328
,,0.998,,0.876
,,1.71,,1.157
,,1.307,,1.903
,,1.1,,1.281
,,0.967,,1.274
,,1.121,,1.038
,,1.107,,1.101
,,0.947,,0.995
,,0.994,,1.766
,,1.187,,0.834
,,1.061,,1.103
,,0.999,,0.935
,,0.883,,1.248
,,1.087,,1.446
,,0.97,,1.142
,,1.332,,0.986
,,1.218,,1.164
,,1.299,,1.664
,,1.44,,0.995
,,1.318,,0.863
,,1.102,,1.069
,,0.836,,2.945
,,0.725,,1.891
,,0.901,,1.191
,,0.844,,1.125
,,1.413,,1.079
,,1.556,,0.869
,,1.103,,0.957
,,1.115,,1.628
,,0.94,,1.354
,,0.803,,1.23
,,0.788,,1.101
,,1.127,,0.977
,,1.121,,1.367
,,0.892,,1.112
,,0.851,,1.284
,,1.763,,1.164
,,1.479,,1.017
,,1.101,,1.133
,,1.021,,1.033
,,1.084,,1.845
,,0.834,,1.941
,,0.714,,1.934
,,0.805,,1.875
,,0.985,,1.786
,,1.052,,0.983
,,1.127,,1.04
,,0.893,,1.05
,,0.789,,1.083
,,0.768,,1.255
,,0.942,,1.614
,,1.607,,1.569
,,0.748,,1.638
,,0.889,,1.267
,,1.295,,1.473
,,1.251,,1.143
,,1.27,,1.24
,,1.243,,1.933
,,1.004,,1.426
,,1.369,,1.158
,,1.182,,0.788
,,1.121,,1.072
,,0.912,,1.059
,,0.781,,1.743
,,0.816,,1.114
,,1.173,,1.712
,,0.841,,1.664
,,1.198,,1.129
,,1.333,,1.212
,,0.722,,1.103
,,0.996,,1.193
,,1.041,,1.19
,,1.437,,1.083
,,0.926,,0.875
,,0.865,,0.909
,,1.305,,1.337
,,0.956,,0.991
,,1.262,,1.095
,,0.947,,1.7
,,1.031,,1.576
,,1.337,,1.239
,,1.142,,1.268
,,1.248,,1.383
,,0.927,,1.49
,,1.02,,1.436
,,1.125,,1.045
,,1.191,,1.246
,,0.962,,1.175
,,1.79,,1.079
,,0.971,,1.329
,,0.818,,1.312
,,0.922,,1.195
,,0.891,,1.121
,,0.949,,1.171
,,1.324,,1.035
,,1.092,,0.989
,,0.927,,1.676
,,0.811,,0.902
,,0.993,,1.062
,,1.551,,1.133
,,1.093,,1.604
,,0.934,,1.087
,,1.398,,1.044
,,0.943,,0.864
,,0.896,,1.496
,,1.018,,1.313
,,0.912,,1.043
,,0.976,,1.077
,,1.209,,1.454
,,1.861,,1.36
,,1.036,,1.466
,,1.067,,0.971
,,0.917,,0.905
,,1.218,,1.092
,,1.326,,0.967
,,1.151,,1.149
,,1.681,,1.014
,,0.932,,1.592
,,1.013,,1.149
,,1.265,,1.006
,,1.109,,2.001
,,1.086,,1.269
,,1.246,,1.398
,,1.299,,1.198
,,0.925,,1.061
,,0.9,,1.222
,,0.73,,1.794
,,0.603,,1.796
,,0.999,,2.035
,,1.083,,1.045
