,pavel-nb_plays-50-units-50-__activation__-elu-__nb_plays__-25-__units__-10-ensemble-1-loss,pavel-nb_plays-50-units-64-loss,nb_plays-50-units-50-__activation__-elu-__nb_plays__-50-__units__-50-ensemble-1-loss,nb_plays-50-units-128-loss
,,0.477,,0.464
,,0.661,,0.406
,,0.663,,0.747
,,0.625,,1.483
,,0.696,,1.118
,,0.595,,0.478
,,0.563,,0.365
,,0.425,,0.393
,,0.491,,0.656
,,0.578,,1.093
,,0.715,,0.647
,,0.95,,0.588
,,0.555,,0.684
,,0.663,,0.927
,,0.399,,0.494
,,0.392,,0.71
,,0.473,,1.091
,,0.972,,0.709
,,0.557,,0.764
,,0.717,,0.803
,,0.736,,0.566
,,0.418,,0.993
,,0.45,,0.617
,,0.566,,0.481
,,0.535,,0.561
,,0.523,,0.426
,,0.454,,1.001
,,0.4,,0.613
,,0.743,,0.494
,,0.618,,0.768
,,0.607,,0.629
,,0.885,,0.708
,,0.727,,1.012
,,0.534,,0.593
,,0.786,,0.469
,,0.647,,0.681
,,0.996,,1.017
,,0.837,,0.562
,,0.564,,0.395
,,0.504,,0.531
,,0.382,,0.971
,,0.554,,0.624
,,0.454,,0.509
,,0.641,,0.468
,,0.709,,0.454
,,0.561,,0.726
,,0.672,,0.68
,,0.529,,0.643
,,0.683,,0.641
,,0.65,,0.597
,,0.563,,0.715
,,0.831,,0.5
,,0.724,,0.535
,,0.46,,0.767
,,0.429,,0.531
,,0.451,,0.768
,,0.442,,0.614
,,0.441,,0.458
,,1.083,,0.622
,,0.637,,0.406
,,0.456,,0.761
,,0.563,,0.877
,,0.659,,0.867
,,0.613,,1.194
,,0.808,,0.562
,,0.56,,0.921
,,0.348,,0.729
,,0.533,,0.965
,,1.103,,0.939
,,0.573,,0.597
,,0.598,,0.525
,,0.462,,0.357
,,0.49,,0.389
,,0.963,,0.649
,,0.671,,0.75
,,0.445,,0.764
,,0.465,,1.111
,,1.069,,0.712
,,0.544,,0.538
,,0.417,,0.505
,,0.483,,0.728
,,0.685,,0.501
,,0.481,,0.701
,,0.584,,0.655
,,0.86,,0.792
,,0.592,,0.614
,,0.467,,0.83
,,0.501,,0.707
,,0.504,,0.83
,,0.947,,0.691
,,0.835,,0.872
,,0.632,,0.799
,,0.437,,0.454
,,0.428,,0.405
,,0.943,,0.694
,,0.716,,0.634
,,0.647,,0.926
,,0.661,,0.783
,,0.759,,0.464
,,0.584,,0.431
,,0.547,,0.494
,,0.49,,0.546
,,0.971,,0.533
,,0.574,,0.888
,,0.794,,0.6
,,0.515,,0.478
,,0.503,,0.521
,,0.454,,0.517
,,0.721,,0.6
,,0.726,,0.397
,,0.475,,1.293
,,0.424,,0.587
,,0.427,,0.602
,,0.722,,0.496
,,0.412,,0.557
,,0.467,,0.731
,,0.443,,2.02
,,1.226,,0.753
,,0.537,,0.63
,,0.629,,0.593
,,0.627,,0.941
,,0.326,,0.449
,,0.634,,0.377
,,0.456,,0.765
,,0.852,,0.679
,,0.758,,0.729
,,0.762,,0.625
,,0.497,,0.788
,,0.848,,0.644
,,0.461,,0.425
,,0.361,,0.722
,,0.554,,1.131
,,0.86,,0.7
,,0.757,,0.774
,,0.456,,0.586
,,0.41,,0.558
,,0.685,,0.692
,,0.558,,0.515
,,0.489,,0.625
,,0.456,,0.901
,,0.526,,1.843
,,0.974,,0.841
,,0.494,,0.33
,,0.582,,0.412
,,0.559,,0.926
,,0.736,,0.781
,,0.615,,0.524
,,0.484,,0.413
,,0.477,,0.567
,,0.831,,0.684
,,0.482,,0.82
,,0.611,,0.524
,,0.664,,0.634
,,0.524,,0.504
,,0.508,,0.883
,,0.368,,0.622
,,0.557,,0.547
,,0.634,,0.555
,,0.653,,0.526
,,0.434,,0.652
,,0.375,,0.722
,,0.637,,0.857
,,0.728,,0.479
,,0.456,,0.662
,,0.595,,0.751
,,0.714,,1.242
,,0.619,,0.972
,,0.473,,0.464
,,0.365,,0.52
,,1.229,,0.54
,,0.609,,0.75
,,0.488,,0.617
,,0.694,,0.632
,,0.563,,1.109
,,0.823,,0.762
,,1.044,,0.531
,,0.861,,0.768
,,0.383,,0.722
,,0.356,,0.995
,,0.394,,0.714
,,0.87,,0.446
,,1.093,,0.52
,,0.503,,0.87
,,0.484,,0.643
,,0.59,,0.543
,,0.705,,0.695
,,0.773,,0.49
,,0.396,,0.784
,,0.589,,0.546
,,0.405,,0.679
,,1.245,,0.474
,,0.54,,0.803
,,0.468,,0.545
,,0.378,,0.48
,,0.405,,0.496
,,1,,0.453
,,0.522,,0.595
,,0.566,,0.508
,,0.551,,0.5
,,0.51,,0.693
,,0.376,,0.698
,,0.686,,0.727
,,0.723,,0.678
,,0.481,,0.437
,,0.786,,0.552
,,0.722,,0.738
,,0.767,,0.974
,,0.518,,0.576
,,0.541,,0.595
,,0.486,,0.556
,,0.562,,0.451
,,0.568,,0.984
,,0.642,,0.597
,,0.451,,0.722
,,0.509,,0.369
,,0.699,,0.464
,,0.59,,0.654
,,0.453,,0.551
,,0.419,,0.889
,,0.542,,0.767
,,1.239,,0.802
,,0.462,,0.398
,,0.431,,0.43
,,0.958,,0.697
,,0.61,,0.697
,,0.68,,0.546
,,0.395,,0.671
,,0.482,,0.473
,,1.222,,0.479
,,0.579,,0.423
,,0.418,,0.609
,,0.403,,0.471
,,0.573,,0.633
,,0.59,,0.607
,,0.414,,1.641
,,0.51,,0.831
,,0.552,,0.445
,,0.765,,0.52
,,0.704,,0.558
,,0.529,,0.532
,,0.389,,0.498
,,0.756,,0.336
,,0.467,,0.645
,,0.546,,0.933
,,0.436,,0.545
,,0.759,,0.348
,,0.534,,0.724
,,0.526,,0.976
,,0.446,,0.545
,,0.306,,0.551
,,0.7,,0.549
,,1.065,,0.446
,,0.585,,0.662
,,0.386,,0.725
,,0.381,,0.553
,,0.736,,0.534
,,0.938,,0.816
,,0.54,,0.579
,,0.569,,0.847
,,0.718,,0.974
,,0.336,,0.571
,,0.609,,0.509
,,0.441,,0.634
,,1.081,,0.383
,,0.561,,0.686
,,0.51,,0.42
,,0.882,,0.573
,,0.724,,0.841
,,0.458,,0.767
,,0.609,,0.644
,,0.454,,0.589
,,0.341,,0.711
,,0.592,,1.001
,,0.426,,0.484
,,0.664,,0.467
,,0.742,,0.43
,,0.613,,0.445
,,0.489,,0.617
,,0.526,,0.593
,,0.455,,0.624
,,0.522,,0.649
,,0.8,,1.107
,,0.641,,1.277
,,0.481,,0.494
,,0.517,,0.546
,,0.378,,0.363
,,0.992,,0.575
,,0.711,,0.611
,,0.361,,0.443
,,0.433,,0.382
,,0.776,,0.881
,,0.493,,1.372
,,0.457,,0.387
,,0.52,,0.272
,,0.837,,0.329
,,0.471,,0.454
,,0.485,,0.774
,,0.501,,0.571
,,0.588,,0.467
,,0.892,,0.507
,,0.355,,0.544
,,0.363,,1.071
,,0.429,,1.02
,,0.908,,0.537
,,0.435,,0.44
,,0.511,,0.408
,,0.607,,0.496
,,0.49,,0.418
,,0.472,,0.446
,,0.483,,0.492
,,1.26,,0.665
,,0.535,,0.641
,,0.39,,0.501
,,0.432,,0.345
,,1.445,,0.49
,,0.609,,0.627
,,0.567,,0.696
,,0.393,,0.297
,,0.524,,0.389
,,0.423,,0.399
,,0.723,,0.789
,,0.734,,0.919
,,0.724,,0.721
,,0.596,,0.467
,,0.903,,0.444
,,0.82,,0.494
,,0.621,,0.569
,,0.419,,0.502
,,0.418,,0.61
,,0.392,,0.491
,,0.576,,0.505
,,0.765,,0.774
,,0.939,,0.537
,,0.439,,0.472
,,0.63,,0.521
,,0.333,,0.384
,,0.537,,0.434
,,0.655,,0.461
,,0.44,,0.905
,,0.451,,0.504
,,0.545,,0.459
,,0.412,,0.385
,,0.569,,0.823
,,0.538,,0.649
,,0.55,,0.416
,,0.504,,0.738
,,0.512,,0.51
,,0.56,,0.393
,,0.501,,0.329
,,0.677,,0.403
,,0.653,,0.842
,,0.769,,0.693
,,0.503,,0.473
,,0.633,,0.595
,,0.999,,0.523
,,0.823,,0.662
,,0.671,,0.488
,,0.467,,0.569
,,0.402,,0.596
,,0.403,,0.619
,,0.593,,0.415
,,1.03,,0.423
,,0.891,,0.409
,,0.547,,0.868
,,0.445,,0.752
,,0.494,,0.383
,,0.551,,0.331
,,0.736,,0.631
,,0.364,,0.498
,,0.531,,0.527
,,0.457,,0.79
,,0.448,,0.639
,,0.518,,0.973
,,0.664,,0.531
,,0.556,,0.345
,,0.617,,0.45
,,1.144,,0.516
,,0.43,,0.544
,,0.527,,0.982
,,0.851,,0.94
,,0.541,,0.372
,,0.636,,0.399
,,0.602,,0.429
,,0.84,,0.363
,,0.61,,0.498
,,0.318,,0.515
,,0.511,,0.585
,,0.436,,0.663
,,0.601,,0.626
,,0.476,,0.437
,,0.628,,0.394
,,0.564,,0.578
,,0.625,,0.699
,,0.526,,0.557
,,0.483,,0.555
,,0.45,,0.772
,,0.912,,0.436
,,0.441,,0.333
,,0.411,,0.416
,,0.394,,0.697
,,0.337,,0.699
,,1.091,,0.303
,,0.989,,0.61
,,0.432,,0.523
,,0.462,,0.426
,,0.323,,0.603
,,0.315,,0.399
,,0.551,,0.79
,,0.623,,0.542
,,0.688,,0.467
,,0.754,,0.326
,,0.967,,0.524
,,0.486,,0.502
,,0.441,,0.383
,,0.43,,1.125
,,0.584,,0.808
,,0.468,,0.409
,,1.081,,0.584
,,0.583,,0.421
,,0.851,,0.477
,,0.519,,0.385
,,0.5,,0.951
,,0.28,,0.669
,,0.834,,0.581
,,0.534,,0.656
,,0.687,,0.452
,,0.438,,0.446
,,0.571,,0.436
,,0.378,,0.448
,,0.658,,0.683
,,0.797,,0.418
,,0.517,,0.361
,,0.644,,0.493
,,0.433,,0.825
,,0.308,,0.65
,,0.346,,0.583
,,0.613,,0.533
,,0.525,,0.352
,,0.477,,0.494
,,0.55,,0.463
,,0.778,,0.421
,,0.643,,0.703
,,0.694,,0.452
,,0.441,,0.357
,,0.439,,0.346
,,0.382,,0.565
,,0.724,,0.5
,,0.763,,0.799
,,0.722,,0.61
,,0.515,,0.537
,,0.308,,0.436
,,0.346,,0.365
,,0.506,,0.695
,,0.851,,0.461
,,0.711,,0.456
,,0.355,,0.644
,,0.5,,0.586
,,0.686,,0.646
,,0.567,,0.805
,,0.701,,0.6
,,0.64,,0.424
,,0.9,,0.359
,,0.693,,0.388
,,0.426,,0.425
,,0.356,,1.106
,,0.607,,0.637
,,0.91,,0.567
,,0.459,,0.274
,,0.588,,0.758
,,0.443,,0.635
,,0.483,,0.52
,,0.661,,0.336
,,0.657,,0.42
,,0.367,,0.743
,,0.446,,0.451
,,0.771,,0.991
,,0.419,,0.616
,,0.597,,0.391
,,0.379,,0.453
,,0.419,,0.494
,,0.452,,0.412
,,0.537,,0.484
,,0.325,,0.55
,,0.658,,0.75
,,0.766,,0.359
,,0.488,,0.464
,,0.478,,1.019
,,0.437,,0.837
,,0.499,,0.448
,,0.43,,0.401
,,0.668,,0.636
,,0.582,,0.443
,,0.363,,0.33
,,0.485,,0.413
,,0.7,,0.669
,,0.661,,0.669
,,0.435,,0.444
,,0.53,,0.424
,,0.52,,0.446
,,0.555,,0.482
,,0.73,,0.49
,,0.52,,0.763
,,0.498,,0.399
,,0.474,,0.357
,,0.91,,0.414
,,0.381,,0.468
,,0.514,,0.776
,,0.484,,0.58
,,0.45,,0.856
,,0.371,,0.514
,,0.45,,0.315
,,0.432,,0.304
,,0.657,,0.296
,,0.472,,0.528
,,0.752,,0.503
,,0.538,,0.382
,,0.661,,1.124
,,0.468,,0.371
,,0.466,,0.299
,,0.847,,0.32
,,0.411,,0.317
,,0.426,,0.531
,,0.379,,0.281
,,0.707,,0.67
,,0.61,,0.565
,,0.466,,0.297
,,0.342,,0.331
,,0.588,,0.443
,,0.485,,0.446
,,0.456,,0.749
,,0.591,,0.396
,,1.044,,0.566
,,0.684,,0.532
,,0.724,,0.397
,,0.374,,0.351
,,0.514,,0.322
,,0.392,,0.701
,,0.679,,0.522
,,0.478,,0.559
,,0.283,,0.32
,,0.326,,0.371
,,0.804,,0.489
,,0.724,,0.608
,,0.543,,0.705
,,0.39,,0.408
,,0.33,,0.386
,,0.57,,0.599
,,0.509,,0.571
,,0.66,,0.351
,,0.39,,0.405
,,0.64,,0.424
,,0.329,,0.353
,,0.353,,1.063
,,0.37,,0.519
,,0.617,,0.485
,,0.764,,0.345
,,0.605,,0.563
,,0.756,,0.636
,,0.497,,0.312
,,0.593,,0.444
,,0.503,,0.376
,,0.585,,0.557
,,0.499,,1.23
,,0.393,,0.546
,,0.49,,0.646
,,0.489,,0.609
,,0.551,,0.355
,,0.63,,0.701
,,0.95,,0.512
,,0.441,,0.511
,,0.486,,0.721
,,0.549,,0.541
,,0.447,,0.561
,,0.415,,0.529
,,0.764,,0.562
,,0.72,,0.451
,,0.419,,0.802
,,0.803,,0.586
,,0.561,,0.444
,,0.427,,0.424
,,0.644,,0.411
,,0.408,,0.498
,,0.309,,0.374
,,0.575,,0.484
,,0.827,,0.598
,,0.544,,0.544
,,0.617,,0.503
,,0.474,,0.721
,,0.436,,0.637
,,0.584,,0.408
,,0.415,,1.367
,,0.433,,0.583
,,0.382,,0.44
,,0.797,,0.283
,,0.674,,0.695
,,0.458,,0.742
,,0.402,,0.762
,,0.453,,0.656
,,0.44,,0.327
,,0.814,,0.56
,,0.854,,0.647
,,0.72,,0.574
,,0.488,,0.434
,,0.401,,0.396
,,0.294,,0.358
,,0.392,,0.381
,,0.594,,0.569
,,0.738,,0.525
,,0.489,,0.458
,,0.463,,0.451
,,0.439,,1.144
,,0.321,,0.646
,,0.414,,0.711
,,0.798,,0.582
,,0.536,,0.313
,,0.332,,0.484
,,0.388,,0.465
,,0.439,,0.377
,,0.441,,0.434
,,0.414,,0.39
,,0.718,,0.456
,,0.63,,0.831
,,0.482,,0.782
,,0.379,,1.237
,,0.485,,0.801
,,0.499,,0.508
,,0.612,,0.393
,,0.466,,0.34
,,0.378,,0.453
,,0.484,,0.662
,,0.598,,0.735
,,0.374,,0.447
,,0.402,,0.372
,,0.574,,0.35
,,0.288,,0.506
,,0.437,,0.761
,,0.79,,0.692
,,0.356,,0.685
,,0.417,,0.662
,,0.507,,0.368
,,0.443,,0.408
,,0.29,,0.564
,,0.312,,0.395
,,0.487,,0.579
,,0.768,,0.274
,,0.481,,0.543
,,0.743,,0.638
,,0.305,,0.417
,,0.283,,0.357
,,0.469,,0.531
,,0.547,,0.523
,,0.703,,0.325
,,0.485,,0.395
,,0.56,,0.502
,,0.365,,0.643
,,0.365,,0.493
,,0.389,,0.467
,,0.772,,0.735
,,0.423,,0.655
,,0.615,,0.653
,,0.479,,0.621
,,0.345,,0.396
,,0.667,,0.513
,,0.754,,0.438
,,0.469,,0.507
,,0.548,,0.364
,,0.516,,0.379
,,0.54,,0.395
,,0.468,,0.613
,,0.402,,0.58
,,0.482,,0.42
,,0.604,,0.359
,,0.385,,0.648
,,0.679,,0.777
,,0.624,,0.42
,,0.532,,0.561
,,0.423,,0.289
,,0.384,,0.502
,,0.445,,0.62
,,0.542,,0.93
,,0.596,,0.531
,,0.284,,0.477
,,0.562,,0.377
,,0.69,,0.362
,,0.461,,0.812
,,0.61,,0.605
,,0.463,,0.34
,,0.308,,0.444
,,1.037,,0.546
,,0.419,,0.377
,,0.371,,0.458
,,0.343,,0.405
,,0.358,,0.641
,,0.61,,1.597
,,0.499,,0.389
,,0.431,,0.366
,,0.45,,0.386
,,0.482,,0.356
,,0.39,,0.407
,,0.608,,0.428
,,0.535,,0.292
,,0.576,,0.443
,,0.731,,0.413
,,0.29,,0.891
,,0.34,,0.755
,,0.573,,0.397
,,0.452,,0.309
,,0.513,,0.295
,,0.494,,0.54
,,0.336,,0.461
,,0.365,,0.676
,,0.505,,0.324
,,0.447,,0.314
,,0.724,,0.444
,,0.307,,0.818
,,0.398,,0.475
,,0.749,,0.539
,,0.795,,0.479
,,0.333,,0.5
,,0.326,,0.42
,,0.416,,0.508
,,0.405,,0.591
,,0.379,,0.494
,,0.407,,0.355
,,0.466,,0.389
,,0.612,,0.494
,,0.84,,0.459
,,0.46,,0.542
,,0.295,,0.402
,,0.542,,0.361
,,0.482,,0.402
,,0.346,,0.586
,,0.676,,0.451
,,0.431,,0.338
,,0.352,,0.373
,,0.462,,0.57
,,0.468,,0.716
,,0.534,,0.454
,,0.337,,1.014
,,0.367,,1.024
,,0.96,,0.304
,,0.496,,0.455
,,0.666,,0.319
,,0.35,,0.358
,,0.469,,0.419
,,0.687,,0.79
,,0.481,,0.806
,,0.518,,0.399
,,0.34,,0.245
,,0.54,,0.237
,,0.729,,0.386
,,0.467,,0.621
,,0.696,,0.696
,,0.393,,0.779
,,0.352,,0.546
,,0.309,,0.53
,,0.496,,0.55
,,0.71,,0.274
,,0.381,,0.565
,,0.607,,0.46
,,0.571,,0.448
,,0.499,,0.494
,,0.315,,0.384
,,0.536,,0.387
,,0.673,,0.451
,,0.489,,0.54
,,0.622,,0.399
,,0.375,,0.398
,,0.551,,0.617
,,0.414,,0.561
,,0.285,,0.342
,,0.442,,0.722
,,0.413,,1.22
,,0.532,,0.596
,,0.505,,0.273
,,0.33,,0.27
,,0.51,,0.375
,,0.407,,0.451
,,0.384,,0.447
,,0.425,,0.788
,,0.454,,0.452
,,0.749,,0.78
,,0.468,,0.373
,,0.392,,0.608
,,0.344,,0.642
,,0.551,,0.55
,,0.444,,0.353
,,0.503,,0.274
,,0.413,,0.279
,,0.353,,0.476
,,0.474,,0.539
,,0.572,,0.42
,,0.611,,0.488
,,0.366,,0.344
,,0.735,,0.417
,,0.502,,0.396
,,0.638,,0.584
,,0.525,,0.807
,,0.408,,0.405
,,0.362,,0.519
,,0.402,,0.333
,,0.614,,0.44
,,0.379,,0.327
,,0.523,,0.323
,,0.462,,0.345
,,0.504,,0.453
,,0.624,,0.426
,,0.405,,0.401
,,0.468,,0.316
,,0.248,,0.305
,,0.937,,0.375
,,0.414,,0.409
,,0.323,,0.55
,,0.352,,0.637
,,0.569,,0.428
,,0.45,,0.484
,,0.591,,0.688
,,0.404,,0.435
,,0.264,,0.335
,,0.334,,0.468
,,0.458,,0.554
,,0.689,,0.659
,,0.744,,0.923
,,0.47,,1.051
,,0.5,,0.45
,,0.541,,0.326
,,0.308,,0.257
,,0.539,,0.247
,,0.407,,0.307
,,0.391,,0.379
,,0.5,,0.411
,,0.753,,0.725
,,0.495,,0.745
,,0.511,,0.388
,,0.375,,0.54
,,0.917,,0.339
,,0.82,,0.766
,,0.428,,0.944
,,0.242,,0.36
,,0.317,,0.372
,,0.349,,0.315
,,0.363,,0.284
,,0.429,,0.369
,,0.377,,0.505
,,0.327,,0.526
,,0.566,,0.399
,,0.501,,0.42
,,0.5,,0.441
,,0.286,,0.48
,,0.402,,0.525
,,0.295,,0.398
,,0.559,,0.709
,,0.474,,0.526
,,0.597,,0.353
,,0.344,,0.378
,,0.415,,0.539
,,0.53,,0.426
,,0.53,,0.697
,,0.415,,0.703
,,0.402,,0.418
,,0.4,,0.403
,,0.258,,0.395
,,0.338,,0.468
,,0.73,,0.311
,,0.495,,0.286
,,0.381,,0.278
,,0.405,,0.404
,,0.315,,0.568
,,0.285,,0.502
,,0.382,,0.264
,,0.47,,0.243
,,0.732,,0.336
,,0.523,,0.343
,,0.326,,0.585
,,0.444,,0.589
,,0.502,,0.589
,,0.294,,0.501
,,0.483,,0.277
,,0.461,,0.364
,,0.673,,0.385
,,0.551,,0.296
,,0.449,,0.925
,,0.402,,0.353
,,0.31,,0.427
,,0.776,,0.381
,,0.387,,0.462
,,0.495,,0.793
,,0.337,,0.371
,,0.348,,0.326
,,0.515,,0.536
,,0.511,,0.447
,,0.243,,0.41
,,0.551,,0.393
,,0.772,,0.385
,,0.757,,0.424
,,0.598,,0.46
,,0.259,,0.229
,,0.274,,0.36
,,0.556,,0.745
,,0.6,,0.437
,,0.458,,0.526
,,0.408,,0.328
,,0.461,,0.337
,,0.376,,0.458
,,0.281,,0.393
,,0.355,,0.477
,,0.69,,0.394
,,0.737,,0.331
,,0.47,,0.293
,,0.413,,0.296
,,0.528,,0.369
,,0.308,,0.773
,,0.335,,0.778
,,0.366,,0.496
,,0.678,,0.666
,,0.442,,0.44
,,0.483,,0.342
,,0.508,,0.378
,,0.545,,0.662
,,0.56,,0.461
,,0.334,,0.523
,,0.385,,0.325
,,0.311,,0.455
,,0.309,,0.698
,,0.534,,0.599
,,0.604,,0.364
,,0.319,,0.333
,,0.662,,0.263
,,0.481,,0.375
,,0.515,,0.929
,,0.268,,0.423
,,0.238,,0.638
,,0.449,,0.308
,,0.759,,0.292
,,0.36,,0.381
,,0.293,,1.159
,,0.508,,0.386
,,0.633,,0.553
,,0.945,,0.587
,,0.419,,0.282
,,0.401,,0.391
,,0.301,,0.287
,,0.308,,0.434
,,0.362,,0.682
,,0.436,,0.533
,,0.464,,0.335
,,0.423,,0.393
,,0.402,,0.368
,,0.353,,0.51
,,0.399,,0.397
,,0.519,,0.317
,,0.589,,0.443
,,0.337,,0.668
,,0.433,,0.679
,,0.568,,0.435
,,0.433,,0.382
,,0.479,,0.458
,,0.336,,0.615
,,0.554,,0.503
,,0.431,,0.389
,,0.38,,0.632
,,0.353,,0.406
,,0.747,,0.375
,,0.33,,0.319
,,0.402,,0.798
,,0.32,,0.489
,,0.446,,0.909
,,0.567,,0.47
,,0.508,,0.346
,,0.476,,0.358
,,0.456,,0.402
,,0.377,,0.5
,,0.695,,0.693
,,0.443,,0.371
,,0.348,,0.286
,,0.394,,0.434
,,0.636,,0.543
,,0.559,,0.315
,,0.499,,0.367
,,0.364,,0.358
,,0.334,,0.45
,,0.286,,0.245
,,0.639,,0.497
,,0.416,,0.456
,,0.42,,0.484
,,0.553,,0.511
,,0.376,,0.396
,,0.301,,1.05
,,0.438,,0.773
,,0.418,,0.44
,,0.404,,0.302
,,0.535,,0.289
,,0.533,,0.34
,,0.415,,0.348
,,0.302,,0.388
,,0.385,,1.261
,,0.88,,0.775
,,0.549,,0.528
,,0.351,,0.331
,,0.329,,0.345
,,0.595,,0.372
,,0.48,,0.456
,,0.444,,0.825
,,0.276,,0.571
,,0.421,,0.733
,,0.496,,0.453
,,0.382,,0.344
,,0.373,,0.316
,,0.313,,0.402
,,0.382,,0.437
,,0.509,,0.559
,,0.592,,0.411
,,0.352,,0.622
,,0.485,,0.286
,,0.27,,0.275
,,0.381,,0.391
,,0.51,,0.517
,,0.52,,0.364
,,0.679,,0.389
,,0.411,,0.661
,,0.38,,0.606
,,0.254,,0.244
,,0.417,,0.355
,,0.526,,0.199
,,0.692,,0.777
,,0.85,,0.379
,,0.396,,0.308
,,0.335,,0.666
,,0.343,,0.46
,,0.379,,0.822
,,0.295,,0.336
,,0.423,,0.271
,,0.439,,0.818
,,0.389,,0.61
,,0.48,,0.427
,,0.587,,0.342
,,0.291,,0.289
,,0.292,,0.247
,,0.426,,0.622
,,0.389,,0.9
,,0.546,,0.552
,,0.435,,0.48
,,0.316,,0.343
,,0.285,,0.261
,,0.447,,0.315
,,0.304,,0.415
,,0.582,,0.362
,,0.381,,0.732
,,0.294,,0.435
,,0.572,,0.314
,,0.295,,0.617
,,0.291,,1.488
,,0.955,,0.443
,,0.498,,0.55
,,0.291,,0.617
,,0.217,,0.586
,,0.743,,0.259
,,0.621,,0.429
,,0.421,,0.379
,,0.314,,0.671
,,0.197,,0.312
,,0.539,,0.357
,,0.68,,0.296
,,0.595,,0.447
,,0.344,,0.323
,,0.368,,0.527
,,0.956,,0.357
,,0.28,,0.358
,,0.244,,0.284
,,0.27,,1.077
,,0.861,,0.466
,,0.41,,0.364
,,0.414,,0.423
,,0.271,,0.311
,,0.408,,0.464
,,0.619,,0.532
,,0.616,,0.815
,,0.357,,0.367
,,0.371,,0.279
,,0.518,,0.243
,,0.368,,0.288
,,0.404,,0.528
,,0.276,,0.536
,,0.633,,0.445
,,0.712,,0.505
,,0.391,,0.673
,,0.323,,0.386
,,0.301,,0.411
,,0.333,,0.319
,,0.845,,0.296
,,0.537,,0.299
,,0.605,,0.338
,,0.393,,0.433
,,0.246,,0.536
,,0.585,,0.44
,,0.264,,0.419
,,0.343,,0.388
,,0.327,,0.366
,,0.623,,0.548
,,0.381,,0.414
,,0.455,,0.368
,,0.436,,0.266
,,0.344,,0.431
,,0.414,,0.586
,,0.714,,0.513
,,0.449,,0.349
,,0.265,,0.239
,,0.265,,0.274
,,0.374,,0.4
,,0.235,,0.52
,,0.557,,0.728
,,0.766,,0.4
,,0.498,,0.288
,,0.75,,0.331
,,0.349,,0.644
,,0.316,,0.499
,,0.571,,0.364
,,0.603,,0.443
,,0.383,,0.227
,,0.295,,0.426
,,0.372,,0.88
,,0.668,,1.286
,,0.339,,0.466
,,0.408,,0.313
,,0.481,,0.262
,,0.336,,0.329
,,0.416,,0.251
,,0.306,,0.295
,,0.266,,0.487
,,0.763,,0.714
,,0.579,,0.581
,,0.496,,0.325
,,0.407,,0.417
,,0.312,,0.327
,,0.424,,0.292
,,0.291,,0.337
,,0.331,,0.659
,,0.585,,0.586
,,0.575,,0.604
,,0.327,,0.78
,,0.454,,0.392
,,0.304,,0.339
,,0.319,,0.318
,,0.422,,0.362
,,0.488,,0.429
,,0.43,,1.129
,,0.481,,0.481
,,0.65,,0.458
,,0.502,,0.515
,,0.416,,0.522
,,0.386,,0.449
,,0.485,,0.528
,,0.342,,0.446
,,0.456,,0.708
,,0.339,,0.614
,,0.458,,0.352
,,0.305,,0.297
,,0.569,,0.294
,,0.445,,0.398
,,0.305,,0.578
,,0.235,,0.856
,,0.285,,0.463
,,0.447,,0.338
,,0.638,,0.287
,,0.632,,0.322
,,0.43,,0.458
,,0.452,,0.321
,,0.561,,0.38
,,0.348,,0.375
,,0.454,,0.432
,,0.496,,0.442
,,0.518,,0.368
,,0.299,,0.485
